company,website,status,ats_type,careers_url,roles_found,error
ISS Aerospace,https://issaerospace.com,scraped_text_only,,https://www.issaerospace.com/careers/,0,
Agito Akribis Systems,https://agito-akribis.com,scraped_text_only,,https://agito-akribis.com/career/,0,
Cdg 3D Tech,https://cdg.uk.com,scraped_text_only,,https://cdg.uk.com/job-vacancies-cdg-3d-technology/,0,
AirBench,https://airbench.com,scraped_text_only,,https://www.airbench.com/careers/,0,
Claro Precision Engineering,https://claro.co.uk,scraped_text_only,,https://claro.co.uk/career-opportunities/,0,
North Star Imaging,https://4nsi.com,scraped_text_only,,https://4nsi.com/careers/,0,
MSM aerospace fabricators,https://msm-aero.com,scraped_text_only,,https://www.msm-aero.com/careers/,0,
Martech (Uk),https://martech-uk.com,scraped_text_only,,https://martech-uk.com/hiring,0,
THCS (Tim Hall Consulting Services),https://thcs.uk,scraped_text_only,,https://thcs.uk/work-with-us,0,
Arburg Limited,https://arburg.com,scraped_text_only,,https://arburg.com/en/career/,0,
WAAM3D,https://waam3d.com,scraped_text_only,,https://waam3d.com/categories/directed-energy-deposition-ded,0,
Covington Developments Limited,https://cncprecisionengineers.co.uk,scraped_text_only,,https://cncprecisionengineers.co.uk/people/,0,
GH Induction Spain,https://ghinduction.com,scraped_text_only,,https://ghinduction.com/about-us/#careers,0,
The Aerospace Growth Partnership,https://theagp.aero,scraped_text_only,,https://theagp.aero/people-and-skills/,0,
Tark Thermal Solutions,https://tark-solutions.com,scraped_text_only,,https://tark-solutions.com/about/careers,0,
"The Cast Metals Federation, CMF",https://castmetalsfederation.com,scraped_text_only,,https://www.castmetalsfederation.com/jobs,0,
EOS,https://eos.info,scraped_text_only,,https://eos.info/hr/careers,0,
Aerotech,https://aerotech.com,scraped_text_only,,https://aerotech.com/motion-and-positioning/motion-control-platforms/,0,
Allient,https://allient.com,scraped_text_only,,https://allient.com/careers/,0,
Matsuura Europe,https://matsuura.de,scraped_text_only,,https://matsuura.de/en/jobs,0,
Quantica,https://quantica.io,scraped_text_only,,https://quantica.io/careers,0,
3WAY,https://3way.si,scraped_text_only,,https://3way.si/careers,0,
Atomik AM,https://atomik-am.com,scraped_text_only,,https://atomik-am.com/careers,0,
ETEC,https://desktopmetal.com,scraped_text_only,,https://desktopmetal.com/careers,0,
United Technologies Research Center,https://rtx.com,scraped_text_only,,https://careers.rtx.com/global/en,0,
Prototal Group,https://prototal.se,scraped_text_only,,https://prototal.se/careers,0,
Digital Manufacturing Centre (DMC),https://digitalmanufacturingcentre.com,scraped_text_only,,https://digitalmanufacturingcentre.com/careers,0,
Neuteq Group,https://neuteqgroup.com,scraped_text_only,,https://www.neuteqgroup.com/post/christmas-new-year-opening-times,0,
Simpact Engineering,https://simpact.co.uk,scraped_text_only,,https://simpact.co.uk/careers,0,
Pelagus,https://pelagus.com,scraped_text_only,,https://pelagus.com/blog/wire-arc-additive-manufacturing-in-maritime-opportunities-limitations-and-lessons-learned,0,
Added Scientific,https://addedscientific.com,scraped_text_only,,https://addedscientific.com/news/a078,0,
Conflux,https://confluxtechnology.com,scraped_text_only,,https://www.confluxtechnology.com/careers/,0,
HONPE Technology,https://honpe.it,scraped_text_only,,https://www.honpe.it/sudinoi,0,
Nigerian Foundries Group,https://nigerianfoundries.com,scraped_text_only,,https://nigerianfoundries.com/career/,0,
Morris,https://gotomorris.com,scraped_text_only,,https://www.gotomorris.com/home-2/careers/,0,
Productive Machines,https://productivemachines.co.uk,scraped_text_only,,https://productivemachines.co.uk/careers,0,
EWM,https://ewm-group.com,scraped_text_only,,https://ewm-group.com/en/component/content/?Itemid=246,0,
MBRAUN,https://mbraun.com,scraped_text_only,,https://mbraun.com/en/company/career.html,0,
Quantum Design UK and Ireland,https://qd-uki.co.uk,scraped_text_only,,https://qd-uki.co.uk/careers,0,
Ausome Minds UK,https://ausomecharlie.co.uk,scraped_text_only,,https://ausomecharlie.co.uk/2024/03/25/making-job-descriptions-neuro-inclusive/,0,
Juice Engineering,https://juice-engineering.co.uk,scraped_text_only,,https://www.juice-engineering.co.uk/team-3,0,
